,0
3087,고 응답했다
3088,. 차 순위인 .지하수오염. 정책.보다
3089, .배 이상 높은 응답률을 보였다
3090,.이어 해양쓰레기. 미세먼지. 축산악취. 해소 정책 순으로 나타났다
3091,.이 같은 생활쓰레기 문제를 해소하기 위한 대책으로는 가장 많은 응답자들이 .생활쓰레기 감량 및 .회용품 사용 규제.를 꼽았다
3092,. .소각.매립시설 안정적 운영. .재활용 산업 육성.기반 조성. .재활용도움센터 확대 구축.이 뒤를 이었다
3093,.현재 제주지역에서 발생하고 있는 대표적인 .개 환경 문제생활쓰레기 지하수 미세먼지 축산악취 해양 쓰레기에 대해서는 .심각하다
3094,.는 응답이 . 범위복수응답로 나타나 제주도민 절반 이상이 환경문제의 심각성을 깊이 인지하고 있는 것으로 드러났다
3095,.환경문제가 .양호하다
3096,.는 응답은 .로 평균 한 자릿수에 머물렀다
3097,.환경보전.개선을 위한 비용을 확보하는 방법으로는 .환경오염시설 원인자 부담.이 최우선 방안으로 꼽혔다
3098,.환경오염시설 원인자 부담.은 직접적인 오염 행위 유발자에게 행정이 더 적극적으로 복구 비용을 청구하는 것을 말한다
3099,. 고의적인 환경 훼손자에 대해 더 강력한 제재를 가해 사회적인 경각심 조성이 필요하다
3100,는 의미로 풀이된다
3101,.이어 .정부와 자치단체의 예산 투입. .상하수도 음식물쓰레기 종량제봉투 등 각종 사용 요금 현실화. .가칭 환경보전기여금 징수. 순으로 응답했다
3102,.김승철 소통혁신정책관은 .이번 조사는 제주 환경 문제에 대한 심각성의 정도와 정책 방향에 대한 도민 의견을 알아보기 위해 진행했다
3103,.며 .이번 조사에서 확인된 도민 의견이 도정 환경정책 추진시 기초자료로 활용될 수 있도록 정보를 제공할 계획.이라고 설명했다
3104,.이번 조사는 제주도가 여론조사 전문기관인 리얼미터에 의뢰해 지난달 .일까지 .일간 도내 만.세 이상 제주도민 .명을 대상으로 전화면접 및 모바일앱을 통해 시행했다
3105,. 표본오차는 . 신뢰 수준에 . 포인트 응답률은 .다
3106,.제주문정임 기자 . . 국민일보. 무단전재 및 수집 재배포금지다
3107,낙동강 상류 오염 논란을 일으켜왔던 경북 봉화군 석포면의 영풍 석포제련소가 오염수 배출을 원천 차단하는 시설을 만든다
3108,조감도.영풍 석포제련소는 공장 내부의 오염된 지하수의 유출을 차단하는 지하수 차집시설 공사에 착수할 예정이라고 .일 밝혔다
3109,.이 사업은 공장과 하천 사이에 지하 수십미터 아래 암반층까지 땅을 판 뒤 차수벽과 차집시설을 설치하는 것이다
3110,. 공장 내 지하 차수막과 오염 방지공으로 막지 못한 오염 지하수를 차단하는 .최후 저지선. 역할을 하게 된다
3111,.우선 올해 제.공장 외곽 하천변을 따라 . 구간에 설치한 뒤 제.공장 외곽 . 구간에도 순차적으로 시공할 계획이다
3112,. 이 공사에는 .여억원이 투입된다
3113,.공사는 각 구간을 다
3114,시 세분해 지하설비가 완성되면 즉시 지상을 원래 상태로 복구한 뒤 다
3115,음 구간을 이어 하는 방식으로 진행된다
3116,. 공사과정에서도 오염수의 배출을 막아 낙동강 생태계에 미치는 영향을 최소화하겠다
3117,는 것이다
3118,.이 사업은 최근 완성된 .공정사용수 무방류 설비.와 함께 석포제련소가 추진하고 있는 .낙동강 수질오염 제로.를 달성하기 위한 핵심 사업으로 환경부의 소규모 환경영향평가를 받았고 현재 공사 착수를 위한 인.허가 사안이 진행 중이다
3119,.영풍 석포제련소는 앞서 수 년 간 낙동강 수질 오염을 막기 위한 환경개선 사업을 벌여왔다
3120,. .년에는 .억원을 들여 오염지하수의 확산을 방지하기 위해 .공장 내부 바닥에 . 깊이로 차수막총연장 .과 오염방지공을 설치했다
3121,. 지난해에는 빗물 등 비점오염원이 지하수에 유입되는 것을 막기 위해 .억원을 투입해 습식조업공장 바닥연면적 .만평을 내산벽돌 등으로 전면교체했다
3122,.공정에 사용된 물을 증발농축 등의 과정을 거쳐 공정에 재사용 하는 .무 방류 설비.는 .억원을 들여 지난해 .월 완공했다
3123,. 현재 본격 가동에 앞서 시스템 점검을 진행하고 있으며 시험가동을 거쳐 .월쯤 본격 가동에 들어갈 예정이다
3124,.박영민 영풍 석포제련소장부사장은 .무 방류 설비가 본격 가동되고 지하수 차단 시설의 .차 사업이 끝나는 올해 말 쯤에는 가시적인 성과가 나올 것으로 기대한다
3125,.며 .공사과정을 투명하게 공개해 .낙동강 수질오염 제로. 프로젝트가 주민들의 신뢰를 받을 수 있도록 최선을 다
3126,하겠다
3127,.고 말했다
3128,.봉화김재산 기자 . . 국민일보. 무단전재 및 수집 재배포금지다
3129,경북 봉화군에 자리 잡은 영풍 석포제련소 제.공장 외곽 지하수 차집시설 .차 공사 구간. 영풍 석포제련소 제공영풍 석포제련소는 공장 내부의 오염된 지하수가 낙동강 수계로 침출되는 것을 근원적으로 차단하기 위한 지하수 차집 시설 공사에 들어갈 예정이라고 .일 밝혔다
3130,.이 사업은 공장과 하천 사이에 지하 수십 미터 아래 암반층까지 땅을 판 뒤 차수벽과 차집시설을 설치하는 것이다
3131,. 공장 내 지하 차수막과 오염 방지공으로 막지 못한 오염 지하수를 차단하는 .최후 저지선.의 역할을 하게 된다
3132,.우선 올해 제.공장 외곽 하천변을 따라 . 구간에 설치한 뒤 제.공장 외곽 . 구간에도 순차적으로 시공할 계획이며 총 .여억원을 투입한다
3133,.공사는 각 구간을 다
3134,시 세분해 지하 설비가 완성되면 즉시 지상을 원래 상태로 복구한 뒤 다
3135,음 구간을 이어 하는 방식으로 진행해 하천 생태계에 미치는 영향을 최소화 할 계획이다
3136,.이 사업은 최근 완성된 .공정사용수 무방류 설비.와 함께 석포제련소가 추진하고 있는 .낙동강 수질오염 제로.를 달성하기 위한 핵심 사업으로 환경부의 소규모 환경영향평가를 받았고 현재 공사 착수를 위한 인.허가 사안이 진행중이다
3137,.영풍 석포제련소는 앞서 수 년 간 낙동강 수질 오염을 막기 위한 환경개선 사업을 벌여왔다
3138,.년에는 .억원을 들여 오염지하수의 확산을 방지하기 위해 .공장 내부 바닥에 . 깊이로 차수막총연장 .과 오염방지공을 설치했다
3139,. 지난해에는 빗물 등 비점오염원이 지하수에 유입되는 것을 막기 위해 .억원을 투입해 습식조업공장 바닥연면적 .만평을 내산벽돌 등으로 전면교체했다
3140,.공정에 사용된 물을 증발농축 등의 과정을 거쳐 공정에 재사용 하는 .무 방류 설비.는 .억원을 들여 지난해 .월 완공했다
3141,. 현재 본격 가동에 앞서 시스템 점검을 진행하고 있으며 시험가동을 거쳐 .월쯤 본격 가동에 들어갈 예정이다
3142,.박영민 영풍 석포제련소장부사장은 .무 방류 설비가 본격 가동되고 지하수 차단 시설의 .차 사업이 끝나는 올해 말 쯤에는 가시적인 성과가 나올 것으로 기대한다
3143,.며 .공사과정을 투명하게 공개해 .낙동강 수질오염 제로. 프로젝트가 주민들의 신뢰를 받을 수 있도록 최선을 다
3144,하겠다
3145,.고 말했다
3146,.봉화김재산 기자 . . 국민일보. 무단전재 및 수집 재배포금지다
3147,강북구으 한 하수구 내부에 꽁초거름망이 설치된 모습.서울 강북구가 길거리에 버려지는 담배꽁초로 인해 환경이 오염되는 것을 막기 위해 .담배꽁초 수거보상제.를 다
3148,음 달부터 본격 운영한다
3149,고 .일 밝혔다
3150,.담배꽁초 수거보상제.는 주민이 길거리에 버려진 꽁초를 가져오면 그 무게에 따라 보상금을 받는 제도다
3151,. 만 .세 이상 강북구민 누구나 .당 .원 월 최대 .만원까지 받을 수 있다
3152,. 다
3153,만 .만원 이상부터 보상금이 주어지며 .가 넘으면 .단위로 지급된다
3154,. 이 사업은 지난해 .월 시작됐으나 코로나. 장기화로 보류된 후 이번에 재개된다
3155,.사업 참여를 희망하는 주민은 거주지 동 주민센터에서 사전접수와 교육을 끝마친 후 보상금을 신청할 수 있다
3156,. 매월 셋째 주 수요일과 목요일 수거한 담배꽁초 신분증 통장사본을 가지고 주민센터를 찾아가면 된다
3157,. 담배꽁초가 젖거나 이물질이 섞여 있으면 접수가 불가능하다
3158,. 대리 신청도 받지 않는다
3159,. 보상금은 신청일 기준 다
3160,음달초 .일 전까지 신청인 계좌로 일괄 이체된다
3161,.수거 보상제는 담배꽁초가 하천 바다
3162, 등지로 흘러가는 것을 방지한다
3163,는 취지에서 시작됐다
3164,. 강북구는 육지에서 꽁초가 버려지는 것을 막는 일이 급선무라고 설명했다
3165,. 환경부에 따르면 하루 약 .만 개비의 담배꽁초가 길거리에 버려지고 있다
3166,. 버려진 꽁초는 하수구나 빗물받이에 유입돼 하천과 바다
3167,로 흘러든다
3168,. 이렇게 해양으로 유입된 담배꽁초 필터의 플라스틱 성분이 잘게 부서지며 수중생태계를 위협한다
3169,. 해양생물들이 섭취한 미세플라스틱은 먹이사슬을 거쳐 최종단계인 우리 인체로 흡수되는 악순환이 반복된다
3170,. 국내 생산 담배의 . 이상이 플라스틱 필터를 사용하는 것으로 알려져 있다
3171,.그동안 강북구는 미세플라스틱으로 바다
3172,를 지키기 위한 다
3173,양한 노력을 기울였다
3174,. .년 범 구민 담배꽁초 근절 운동을 시작으로 .꽁초 거름망.을 하수구 빗물받이에 달았다
3175,. 또 전국 최초로 .해양환경 오염 방지를 위한 음식점 주변 재떨이 설치 및 관리에 관한 조례.를 만들었다
3176,. 음식점 운영자와 외식업 단체가 뜻을 같이 하면서 금연구역 밖에 위치한 관내 일반음식점 가운데 약 .가 야외에 재떨이를 설치했을 정도다
3177,.박겸수 강북구청장은 .이번 사업이 해양오염 방지를 위한 마중물 역할을 톡톡히 하길 기대한다
3178,.며 .강북구에서 시작된 .담배꽁초 수거 보상제.가 서울시 전역을 포함해 전국으로 확대되길 바란다
3179,.고 말했다
3180,.김재중 선임기자 . . 국민일보. 무단전재 및 수집 재배포금지다
3181,대구 캠프워커 반환터 모습. 대구시 제공대구시는 미군기지 반환터가 심각하게 오염됐다
3182,는 조사 결과가 공개된 것과 관련해 전문가 자문단을 구성해 운영한다
3183,고 .일 밝혔다
3184,.앞서 대구안전생활실천시민연합은 반환터인 대구 캠프워커 동쪽 활주로와 헬기장터.만.여.의 토양과 지하수 환경오염 실태를 조사한 한국환경공단 조사보고서를 입수해 공개했다
3185,.보고서에 따르면 반환부지 .개 지점에서 .개 시료를 채취해 분석한 결과 유류에 의한 오염 여부를 나타내는 석유계총탄화수소 최고 농도가 .으로 기준치.를 .배 초과한 것으로 조사됐다
3186,. 비소 벤젠 카드뮴 구리 납 등 유해물질도 기준치를 넘었다
3187,.지하수에서도 .개 시료 중 .개 시료에서 최고 농도가 기준 농도보다
3188, 최대 .배 페놀은 최대 .배 높게 검출됐다
3189,. 지하수 과불화화합물 분석 결과 .개 시료 가운데 .개 시료에서 환경부 수질 감시 기준을 초과했다
3190,. 석면도 조사 대상 지역 내 건축물 등에서 발견됐다
3191,.대구시는 대구경북연구원에 의뢰해 토양 및 수질분야 전문가들로 자문단을 구성할 계획이다
3192,. 자문단은 지난해 .월 .일 자로 반환 받은 캠프워커 반환터에 대해 환경오염 수준을 살펴보고 향후 대응 방안을 수립하는 역할을 맡는다
